0.100000,0.010000,0.848976,0.491357,211.193333,210.986667
0.100000,0.010000,0.537165,0.535287,211.326667,210.906667
0.100000,0.020000,0.497196,0.470185,211.366667,210.980000
0.100000,0.020000,0.518956,0.326599,211.350993,211.000000
0.100000,0.030000,0.497196,0.800140,211.366667,210.806667
0.100000,0.030000,0.509079,0.522771,211.423841,210.993377
0.100000,0.040000,1.072829,0.486967,211.173333,210.933333
0.100000,0.040000,0.487380,0.503411,211.193333,210.960000
0.100000,0.050000,1.537321,1.273091,211.180000,210.826667
0.100000,0.050000,0.562194,0.482536,211.293333,210.906667
0.100000,0.060000,0.879143,0.553615,211.245033,210.986755
0.100000,0.060000,0.890441,0.543252,211.180000,210.986667
0.100000,0.070000,0.708403,0.494670,211.146667,211.060000
0.100000,0.070000,0.885503,0.555469,210.966667,211.013333
0.200000,0.010000,0.840950,0.428355,211.139073,211.172185
0.200000,0.010000,1.274584,0.419278,210.860000,211.073333
0.200000,0.020000,0.488114,0.472984,211.100000,211.333333
0.200000,0.020000,0.453867,0.496250,211.093333,211.426667
0.200000,0.030000,0.508936,1.503404,211.206667,211.146667
0.200000,0.030000,0.504166,0.521956,211.086667,211.206667
0.200000,0.040000,0.669435,0.634574,211.186667,211.400000
0.200000,0.040000,0.517436,0.596935,210.973333,211.293333
0.200000,0.050000,1.681589,0.538288,210.733333,211.213333
0.200000,0.050000,0.896153,0.918728,211.059603,211.125828
0.200000,0.060000,1.185294,0.698480,211.066667,211.426667
0.200000,0.060000,2.019990,1.954333,211.013333,211.706667
0.200000,0.070000,2.092802,3.291919,210.793333,211.713333
0.200000,0.070000,0.973648,0.753974,211.072848,211.556291
0.300000,0.010000,1.086340,0.490810,211.120000,211.693333
0.300000,0.010000,0.504299,0.418851,211.306667,211.820000
0.300000,0.020000,0.511872,1.333848,211.080000,211.293333
0.300000,0.020000,0.832774,0.540279,210.933333,211.493333
0.300000,0.030000,0.953488,1.556812,211.311258,211.536424
0.300000,0.030000,1.255841,0.901503,211.006667,211.373333
0.300000,0.040000,1.265636,1.593274,211.046667,211.280000
0.300000,0.040000,0.846522,0.904772,211.146667,211.653333
