0.300000,0.050000,0.620312,0.898445,211.333333,211.646667
0.300000,0.050000,0.562194,0.622796,211.373333,211.606667
0.300000,0.060000,0.641586,0.765591,211.333333,211.466667
0.300000,0.060000,1.887496,2.540623,211.633333,211.960000
0.300000,0.070000,2.387523,3.376620,211.620000,212.233333
0.300000,0.070000,4.559269,6.099289,212.198675,212.072848
0.400000,0.010000,1.108519,1.135969,211.626667,211.686667
0.400000,0.010000,0.530754,1.445335,211.653333,211.540000
0.400000,0.020000,0.570764,0.994864,211.580000,211.513333
0.400000,0.020000,0.868051,0.924825,211.353333,211.480000
0.400000,0.030000,1.214446,1.297340,211.370861,211.940397
0.400000,0.030000,0.926855,0.631039,211.400000,211.733333
0.400000,0.040000,6.475547,0.615097,210.986667,211.746667
0.400000,0.040000,1.500186,1.537146,211.666667,211.860000
0.400000,0.050000,1.406536,0.542634,211.186667,211.753333
0.400000,0.050000,1.723583,1.637385,211.320000,211.846667
0.400000,0.060000,1.669586,2.412829,211.380000,211.520000
0.400000,0.060000,1.615764,0.721544,211.326667,211.613333
0.400000,0.070000,67.808884,214.595073,200.713333,237.780000
0.400000,0.070000,88.382654,448.389978,205.801325,432.119205
0.500000,0.010000,0.882340,1.016640,211.600000,212.000000
0.500000,0.010000,0.857237,0.382152,211.506667,211.960000
0.500000,0.020000,0.527711,0.531807,211.493333,211.820000
0.500000,0.020000,0.518701,0.889527,211.403974,211.642384
0.500000,0.030000,0.522599,0.653197,211.426667,211.613333
0.500000,0.030000,0.548539,0.492630,211.566667,211.840000
0.500000,0.040000,0.558882,0.538288,211.420000,211.786667
0.500000,0.040000,0.923082,1.137995,211.440000,211.440000
0.500000,0.050000,0.778349,0.570736,211.576159,211.834437
0.500000,0.050000,1.146925,0.613057,211.800000,211.800000
0.500000,0.060000,5.607126,4.273638,212.420000,212.533333
0.500000,0.060000,6.485396,6.685374,212.326667,212.520000
0.500000,0.070000,412.688283,451.825339,388.786667,438.940000
0.500000,0.070000,470.164157,484.436232,471.693333,508.326667
0.600000,0.010000,0.926396,0.470565,211.753333,212.006667
0.600000,0.010000,0.458575,0.950709,211.866667,211.953333
0.600000,0.020000,0.530923,0.585278,211.800000,211.920000
0.600000,0.020000,0.495543,0.439245,211.966887,211.980132
0.600000,0.030000,0.524820,0.936197,212.080000,211.873333
0.600000,0.030000,0.565052,0.885276,211.946667,211.813333
0.600000,0.040000,1.172027,1.119304,212.046667,211.953333
0.600000,0.040000,2.110083,2.770580,212.271523,212.238411
0.600000,0.050000,1.179618,0.615570,212.066667,211.940000
0.600000,0.050000,0.971380,6.498257,211.873333,211.246667
0.600000,0.060000,259.113803,102.996122,260.060000,201.986667
0.600000,0.060000,344.596217,183.710052,301.768212,228.622517
0.600000,0.070000,484.544450,457.825079,513.333333,448.873333
0.600000,0.070000,485.262550,449.016660,512.613333,434.926667
0.700000,0.010000,1.439130,1.350599,212.126667,212.393333
0.700000,0.010000,0.441727,0.496791,211.886667,212.186667
0.700000,0.020000,1.367907,1.930538,211.953642,211.920530
0.700000,0.020000,1.164270,1.163886,212.013333,212.120000
0.700000,0.030000,1.619249,1.712293,212.286667,212.260000
0.700000,0.030000,0.506292,0.561279,212.073333,211.980000
0.700000,0.040000,1.362472,0.612363,211.873333,211.913333
0.700000,0.040000,0.605202,0.901850,211.980132,212.000000
0.700000,0.050000,5.334804,5.438289,213.640000,212.953333
0.700000,0.050000,4.233963,5.097703,213.080000,213.400000
0.700000,0.060000,461.344911,457.705940,455.013333,452.586667
0.700000,0.060000,473.348520,457.159617,490.946309,455.100671
0.700000,0.070000,481.900147,467.428402,526.582781,487.417219
0.700000,0.070000,479.348071,469.174561,519.520000,494.793333
0.800000,0.010000,0.605308,0.470898,212.126667,212.080000
0.800000,0.010000,0.500961,0.473976,212.193333,212.153333
0.800000,0.020000,1.830832,1.522405,212.480000,212.380000
0.800000,0.020000,0.645309,0.454946,212.059603,212.079470
0.800000,0.030000,2.099590,2.295068,212.166667,212.366667
0.800000,0.030000,0.548539,2.261436,211.833333,211.600000
0.800000,0.040000,1.933063,2.310612,212.186667,212.700000
0.800000,0.040000,4.920127,14.709915,212.980000,211.740000
0.800000,0.050000,143.272080,80.325074,220.933775,207.529801
0.800000,0.050000,118.472401,307.206539,214.080537,295.671141
0.800000,0.060000,483.657666,475.408686,508.013333,486.933333
0.800000,0.060000,479.782463,475.606408,499.873333,486.260000
0.800000,0.070000,466.319438,462.425073,534.260000,521.066667
0.800000,0.070000,464.476232,462.214290,527.536424,511.807947
0.900000,0.010000,1.528857,1.475057,212.313333,212.406667
0.900000,0.010000,0.594117,0.506954,212.126667,212.106667
0.900000,0.020000,0.582711,0.533822,212.206667,212.060000
0.900000,0.020000,1.717133,2.299898,212.333333,212.180000
0.900000,0.030000,1.809028,0.577809,212.231788,212.139073
0.900000,0.030000,3.431822,3.259466,212.833333,212.673333
0.900000,0.040000,3.408694,4.465648,213.460000,213.240000
0.900000,0.040000,5.367184,5.621424,213.926667,212.940000
0.900000,0.050000,468.456056,426.027543,477.192053,406.344371
0.900000,0.050000,477.250410,481.902382,489.546667,503.400000
0.900000,0.060000,434.594567,465.108134,442.546667,485.566667
0.900000,0.060000,472.718415,468.139964,508.226667,495.633333
0.900000,0.070000,456.515269,459.302676,528.413333,520.933333
0.900000,0.070000,455.422074,452.517442,541.960265,510.132450
